,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
281,"Took a position shorting 1 unit EUR/USD at 1.3015, dropped to 1.3006 and took profit on the move, seems there is little conviction so far.",0.05,0.65,"{'neg': 0.117, 'neu': 0.722, 'pos': 0.161, 'compound': 0.2023}","{'neg': 0.117, 'neu': 0.722, 'pos': 0.161, 'compound': 0.2023}"
282,BOJ embarks on its massive stimulus drive as EUR/JPY nears 129 and USD/JPY touches 99,0.1,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
283,#EUR/USD Buy Orders Seen 1.2950-1.2970 and longs quick to book.Bulls fortified above 1.3050.,0.14166666666666666,0.45,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
284,"CMA 
• NamibiaThere were no significant news events last week
• ZAR:Still with two-way risks and looking for further direction from EUR/USD",0.05,0.23333333333333334,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
285,@saraeisenfx Sara! Interested in why the USD and EUR act so differently in contrast to similar measures taken by their central banks?,0.0,0.325,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}"
286,"EUR/USD Pivot point support and resistence level  S1: 1.2699, S2 1.2838, S3 1.291. R1 1.3053., R2 1.3116, R3 1.3255.",0.0,0.0,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
287,"EUR/USD Pivot point support and residence level is at S1: 1.2699, S2 1.2838, S3 1.291. R1 1.3053., R2 1.3116, R3 1.3255.",0.0,0.0,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
288,Short Eur/usd at 1.30 and scaling in.  Inverse H&amp;S on daily is too beautiful to pass on :),0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
289,AUDUSD  hit by EUR/USD gap down and Bird flu ...... 1.0370,0.0,0.0,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}","{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}"
290,JPY/EUR and JPY/USD trading at multi-year lows is meaningful with the macro-data in US and Euro Zone as soft as it is,0.05,0.32499999999999996,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}"
291,@maximeb Is there a way to make bitcoin-arbitrage use USD currency rather than EUR? (and option to chose from config file would be great!!),0.8,0.75,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}"
292,"Traders, a solid week under our belts with winners in AUD/USD, EUR/GBP (still partially long) and USD/SGD.",-0.05000000000000001,0.26666666666666666,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}"
293,"Roller coaster ride in the EUR/USD pair. Made double bottom Thurs on back of ECB rate decision, and proceeded to break upward afterward",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,Previous Breakaway Gaps most likely going to be filled to the downside today on ES_F/NQ_F etc GC_F and EUR/USD trading in opposite direction,-0.033333333333333326,0.2833333333333333,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
295,USD/JPY recalled the BOJ's grand plan after the initial post-NFP drop.. Will EUR/USD recall European issues and fall as well?,0.25,0.5,"{'neg': 0.115, 'neu': 0.604, 'pos': 0.28, 'compound': 0.4588}","{'neg': 0.115, 'neu': 0.604, 'pos': 0.28, 'compound': 0.4588}"
296,I have analysed the EUR/USD daily chart and the technical seem to me to be pointing at EU being in a countertrend up towards the trend,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
297,"For profit withdrawal, if you've never deposited before, you can only withdraw using wire transfer, and there's min amount of 50 GBP USD EUR",0.0,0.0,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
298,divergence between Dax and the EUR/USD,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
299,"@LondonTrades Well, say at 2:53 in, you could lift the 42 offer in EUR/USD and simultaneously hit the 54 bid with Oanda",0.0,0.0,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}"
300,i went short eur/usd at 1.2940 i will set to break even and see what happens market has gone wacky.,0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
301,EUR/USD has formed a Falling Wedge pattern on the 4H chart. The pattern has 57% quality and 100% magnitude in the 236-bar period.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
302,The #FED sure is master in inflating the #stock and #bond market..It seems there at piece again..$USD down almost 1% against $EUR,0.5,0.8888888888888888,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
303,"@DossInvestments thanks for help and how about next resistance level in eur/usd
?",0.0,0.0,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}"
304,Took gbpjpy profits early at 143. But eurjpy still running from this morning. As are eur longs against usd and aud. Finally in pips.,-0.025,0.7,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7964}","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7964}"
305,"IF YOU HAD SOLD YEN AGAINST EUR,GBP AND USD AT NEW YORK CLOSE YESTERDAY..YOU WOULD BEEN UP OVER 1000 PIPS ON THE DAY... AGGRESSIVE MOVES..",0.13636363636363635,0.45454545454545453,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}"
306,@FXDIRK and how about eur/usd??,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
307,"next short on eur/usd is 2983, stopping out if 1.30 breaks and holds as support",0.0,0.15,"{'neg': 0.185, 'neu': 0.588, 'pos': 0.227, 'compound': 0.128}","{'neg': 0.185, 'neu': 0.588, 'pos': 0.227, 'compound': 0.128}"
308,"@FadeMeNot this time nothing, i am still angry about this EUR/USD and three other trades which I missed this week, I was not focused.",0.0,0.0,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}","{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}"
309,"Show me your pips!!
EUR USD: I wait tomorrow for this big pig over 1.30, for selling and have a funny week end.",0.0,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
310,"Short EUR/USD, long USDCHF and holding onto GBPUSD. Let's hope that's not too many...",-0.025,0.35,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
311,EUR/USD stopped at the 1.2880 resistance line. The Draghi roller coaster respects support and resistance...,0.0,0.0,"{'neg': 0.138, 'neu': 0.5, 'pos': 0.363, 'compound': 0.5574}","{'neg': 0.138, 'neu': 0.5, 'pos': 0.363, 'compound': 0.5574}"
312,Significant currency volatility this morning. Watch EUR/USD and USD/JPY.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
313,insane volatility today.Profited on eur and gbp early apparently but am am loving usd/jpy with near +300 pips atm. lil long euro left too :),0.13749999999999998,0.35,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}"
314,USD weak as EUR and GBP recover from session lows .. #FX,-0.1875,0.4625,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.6124}","{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.6124}"
315,Can you feel it? Spring is in the air! We are selling USD @1.0340; EUR @1.3464 and GBP @1.5778! Now is a great time to buy! #waterloo #trip,0.8,0.75,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}"
316,Looking to Close 1/2 of EUR/USD #Short for 85 pips and leave balance to Breakeven,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
317,will wait on Draghi for eur move.. usd/jpy holding gains and I will be holding this long term. Will take partial profit if it falls below 95,-0.07500000000000001,0.35,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.743}","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.743}"
318,gbp/usd breaks 1.51 and holding for 1.5125  - also opened small long on eur/usd,-0.09999999999999999,0.43333333333333335,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
319,"The #currency cycle order stays: $USD, $YEN, $GBP and finally $EUR...The #USD should become stronger firstly",0.125,0.6666666666666666,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
320,"BOJ decision at 11: 00 p.m. yesterday, USD/JPY and AUD/JPY up, EUR/USD down.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
321,RT: EUR/USD = 1.2797 is a nice value for the #Euro of the #EuroZone and we should try to get #MinimumWage►€10=$13 net/hour #UN #NWO #NewD...,0.6,1.0,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}"
322,EUR/USD cues are mixed and unable to get out of 1.2750-1.2850 trading range while USD/JPY took off above 93.75 into 95.75 (ahead of 96.75),0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
323,"EUR/USD and GBP/USD remain heavy in recent
trade as USD remains well bid since Europe
has come into the market. Backdraft of Jpy move o/n.",0.0,0.0,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}"
324,@ForexLive Any reason why AUD and EUR atypically weakening on this? Maybe USD strength indicating EUR bears were waiting for BOJ.,0.0,0.0,"{'neg': 0.165, 'neu': 0.647, 'pos': 0.188, 'compound': 0.1027}","{'neg': 0.165, 'neu': 0.647, 'pos': 0.188, 'compound': 0.1027}"
325,"ZAR trading stably, mostly tracking EUR/USD, but event risk comes from today’s BoJ, BoE and ECB meetings and tomorrow’s US payrolls figure.",0.5,0.5,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}"
326,Are the Swiss going to vote to double their gold reserves  and dump some EUR and USD ? Next votation June 9,0.0,0.0,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}"
327,On the eur/usd and gbp/usd we are going to look to use the 11 AM binaries to cover both events,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
328,@BinaryOptionsU Not bad you? What do you think about call on USD/JPY going up to pivot? GDP/USD down to 1.5108's and EUR/USD going to pivot?,-0.6999999999999998,0.6666666666666666,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}","{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}"
329,Have my EUR and GBP plays ahead of BoE and ECB announcements tomorrow. Been performing so far. Short GBP/AUD. Short EUR/USD.,0.03333333333333333,0.5333333333333333,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}"
330,Closed the EUR/USD and GBP/USD longs from yesterday. Awaiting central bank actions tomorrow.,0.016666666666666666,0.25,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.1027}","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.1027}"
331,I shorted EUR/JPY and was long EUR/USD today and was successful with both making 38 and 30 pips respectively. .,0.08333333333333333,0.2333333333333333,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.7783}","{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.7783}"
332,"EUR/USD &gt; long-term &gt; todays 1,2860ies is zone of 23.6 from 100.00 (1,6036) to 0.00 (1,1875) &gt;&gt; tested and back under again #EURUSD #FXDIRK",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
333,Make 88% on EUR/USD and Get a Free Month of Auto Trader!,0.4,0.8,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}"
334,#EUR AND #GBP rise versus #USD on the back of weak #ADP and non-manufacturing PMI.,-0.1875,0.3125,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.4404}"
335,DailyFXTeam: Some of the initial USD losses against JPY and EUR were erased as the prior was revised better.,0.25,0.25,"{'neg': 0.174, 'neu': 0.606, 'pos': 0.22, 'compound': 0.1531}","{'neg': 0.174, 'neu': 0.606, 'pos': 0.22, 'compound': 0.1531}"
336,Some of the initial USD losses against JPY and EUR were erased as the prior was revised better.,0.25,0.25,"{'neg': 0.189, 'neu': 0.574, 'pos': 0.238, 'compound': 0.1531}","{'neg': 0.189, 'neu': 0.574, 'pos': 0.238, 'compound': 0.1531}"
337,"#GBP has firmed up this morning, despite poor UK construction PMI, but room for further losses against #EUR and #USD before heading higher.",-0.1166666666666667,0.5,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.6597}","{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.6597}"
338,eur/usd slips in the range and I'm kicking a can in the road,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
339,EUR/USD traded right up to its 200-day moving average around 1.2880 overnight and then reversed course.,0.2857142857142857,0.5357142857142857,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
340,EUR/USD has formed a Channel Up pattern on the 1H chart. The pattern has 53% quality and 42% magnitude in the 86-bar period.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
341,EUR/USD locked at 1.2790/1.2805-1.2835/1.2850; cues mixed (and neutral) while at 1.2750-1.2900; watch 1.2650/1.2750-1.2950/1.3050 for now,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
342,"@bsurveillance @BloombergTV #My2Pips Here's what's facscinating, How strong is the #EUR against the #USD?  With all the problems and issues",0.4333333333333333,0.7333333333333333,"{'neg': 0.27, 'neu': 0.4, 'pos': 0.33, 'compound': 0.1531}","{'neg': 0.27, 'neu': 0.4, 'pos': 0.33, 'compound': 0.1531}"
343,".@kitjuckes: ""wait for the BOJ before selling JPY. Stay short EUR/USD... And our rates guys like Slovenia vs BTPs""",0.0,0.3,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
344,"EUR/USD
Options: 1.2750, 1.2850 and 1.2900

GBP/USD
Options: 1.4800 and 1.5200

AUD/USD
Options: 1.0450

(RANsquawk/IFR)",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
345,EUR/USD gets ADP &amp; ISM as starter; ECB and NFP await,0.0,0.0,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.1027}","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.1027}"
346,USD bids pulled EUR and GBP down in Asia. Recovery seen in European opening.,0.0,0.25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
347,"USD/ZAR at 9.25, safely in the 9.17-30 range. EUR/ZAR at 11.85. EUR/USD the short-term driver but risk increases into tomorrow and Friday.",0.5,0.5,"{'neg': 0.124, 'neu': 0.706, 'pos': 0.171, 'compound': 0.2023}","{'neg': 0.124, 'neu': 0.706, 'pos': 0.171, 'compound': 0.2023}"
348,"EUR still stays on the Low Edge, and USD is diffusing Risk at the mom. A bit mind about some dovish comments from FOMC members recently.",0.0,0.275,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4939}","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4939}"
349,EUR/USD looks weak; may need to allow a re-visit into 1.2750-1.2650 for gaining steam for 1.3050-1.3150 (and USD/INR into 54.42-54.52),-0.375,0.625,"{'neg': 0.159, 'neu': 0.549, 'pos': 0.291, 'compound': 0.34}","{'neg': 0.159, 'neu': 0.549, 'pos': 0.291, 'compound': 0.34}"
350,Getting hammered in eur/usd and gbp/usd,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
351,"$USD, $AUD slightly higher on the day, with $GBP and $EUR slightly lower ahead of ECB and BoJ",-0.027777777777777773,0.27777777777777773,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.228}","{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.228}"
352,"$USD, $AUD slightly higher on the day, with $GBP and $EUR slightly lower ahead of ECB and BoJ",-0.027777777777777773,0.27777777777777773,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.228}","{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.228}"
353,dollar index back above the lines I looked for failure at earlier and Eur/Pound diverging from Eur/USD... wild wild west out here tonight.,0.05,0.325,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
354,Analysing EUR/USD chart with days candlesticks we can affirm that everything is normal...ranging smaller and smaller...,0.0,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
355,"Major world currency pairs EUR, JPY, and USD on radar as the dollar also takes a smack to the face today on weaker than expected...",0.0625,0.5,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}"
356,"Fibo clusters, and demand levels coming up, hurry up Eur/usd.",0.0,0.0,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.128}","{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.128}"
357,@FadeMeNot In both EUR/USD and USD/CHF?,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
358,"A list of those that had private foreknowledge and withdrew large sums of money in RUB, EUR and USD out of Cyprus. ...",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
359,"EUR USD will come up to 1,2864 and then ll see!",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
360,Spain Unemployment -5.0K vs 30K expected and 59.4K previous. EUR/USD trading higher.,0.04166666666666667,0.3333333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
361,USD/ZAR opens at 9.18 with a bias for mild gains as the USD weakens. Support at 9.15/17. EUR/ZAR at 11.80 and stable but with upside risk.,0.16666666666666666,0.5,"{'neg': 0.281, 'neu': 0.446, 'pos': 0.272, 'compound': 0.2023}","{'neg': 0.281, 'neu': 0.446, 'pos': 0.272, 'compound': 0.2023}"
362,@IlyaSpivak no prob huge fan of your analysis... please toss me a eur/usd bone - im short and debating gbp short too - thoughts please Ilya.,0.13333333333333336,0.5,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5574}","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5574}"
363,"As EUR was on leave yesterday,  it was supported on the Low Edge , and USD's diffusion popped up, esp on EUR/USD.",0.0,0.3,"{'neg': 0.152, 'neu': 0.652, 'pos': 0.196, 'compound': 0.1531}","{'neg': 0.152, 'neu': 0.652, 'pos': 0.196, 'compound': 0.1531}"
364,"@AbominablyMe USD, NOK, EUR and most currencies are what you call fiat currencies. They are controlled by goverment and money is just made",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
365,@FX_GBP_EUR_USD We're happy you were able to make it! Was a great event and hoping to have more in the future.,0.8,0.75,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.7906}","{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.7906}"
366,"$JPY edges higher as expectation escalated for BoJ meeting on Apr 4, rose 0.91% versus the $USD and 0.64% versus the $EUR.",0.425,0.725,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
367,"Eur/usd has bearish divergence w/ rsi, cci, and stochastics on 5m and 30m charts... holding my short and adding if it tries to rally again.",0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
368,Since the economic recovery the correlation between the S&amp;P 500 and EUR/USD rate has went from positive to inverse,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
369,"EUR/USD 1.2864 even with Italian/Cypriot chaos + Asian markets down............

US Dollar debauchery well and truly under way",0.0,0.0,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}"
370,both eur/usd and usd/chf stops to b/e +1,0.0,0.0,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}"
371,"@JamieSaettele You're looking for weakness in the USD, holding the GBP and looking to get EUR long?",-0.2125,0.5125,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4404}"
372,Ism far below expectations... short usd against eur gbp and chf now for easy 20-30 pips,0.05,0.65,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
373,Long XAUEUR and XAUJPY make more sense as the days go by. Increasing tensions in Korea and Europe about to explode... #gold #eur #jpy #usd,-0.05,0.4,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}"
374,"If EUR, USD etc. were #real then you would be able to hold them on your #computer, and not depend on them being in #fairytale #land",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
375,EUR/USD offered below 1.28; Italy and Cyprus main focus,0.16666666666666666,0.3333333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
376,EUR/USD seen firm above 1.2750-1.2765 and signs of build-up of momentum to take out 1.2835-1.2850; NT range 1.2700/1.2750-1.2950/1.3000,-0.2,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
